variant,input,threads,score,dfs_calls,time_sec,run
data_paral,mapb10_10a.txt,2,580,79075599,17.9369,1
data_paral,mapb10_10a.txt,1,580,79931876,13.0121,1
data_paral,mapb10_10a.txt,4,580,76654819,14.7578,1
data_paral,mapb10_10a.txt,16,580,73885567,10.8588,1
data_paral,mapb10_10a.txt,12,580,76832352,11.8894,1
data_paral,mapb10_10a.txt,48,580,75394024,9.72076,1
data_paral,mapb9_9b.txt,48,439,2311155,0.297478,6
data_paral,mapb10_10a.txt,32,580,77465941,10.1431,1
data_paral,mapb9_9b.txt,1,439,1796052,0.401021,1
data_paral,mapb9_9a.txt,48,509,620862,0.102547,1
data_paral,mapb9_9a.txt,32,509,614054,0.109948,1
data_paral,mapb9_9a.txt,16,509,556458,0.0783142,1
data_paral,mapb9_9a.txt,12,509,486470,0.0719084,1
data_paral,mapb8_8b.txt,32,490,2852,0.00284199,1
data_paral,mapb8_8b.txt,48,490,2852,0.0250084,1
data_paral,mapb9_9a.txt,1,509,286690,0.0619107,1
data_paral,mapb9_9a.txt,2,509,311603,0.0865425,1
data_paral,mapb9_9a.txt,4,509,308463,0.0844306,1
data_paral,mapb8_8a.txt,4,490,18594,0.00425018,5
data_paral,mapb8_8a.txt,1,490,19043,0.00384656,1
data_paral,mapb8_8b.txt,12,490,2852,0.00148986,1
data_paral,mapb8_8b.txt,1,490,2852,0.000509932,6
data_paral,mapb8_8b.txt,4,490,2852,0.000960245,6
data_paral,mapb9_9a.txt,16,509,562137,0.0797606,6
data_paral,mapb9_9a.txt,32,509,626059,0.114626,6
data_paral,mapb9_9a.txt,48,509,637764,0.112372,6
data_paral,mapb9_9b.txt,1,439,1796052,0.402511,6
data_paral,mapb9_9a.txt,2,509,318859,0.0955324,6
data_paral,mapb8_8b.txt,48,490,2852,0.00404737,6
data_paral,mapb8_8b.txt,32,490,2852,0.00278095,6
data_paral,mapb9_9a.txt,4,509,310616,0.0848072,6
data_paral,mapb8_8a.txt,4,490,17842,0.00503849,6
data_paral,mapb10_10a.txt,4,580,76928018,17.2259,6
data_paral,mapb10_10a.txt,2,580,78946732,16.0926,6
data_paral,mapb8_8a.txt,48,490,33716,0.0401001,6
data_paral,mapb10_10a.txt,1,580,79931876,13.0026,6
data_paral,mapb10_10a.txt,16,580,73831593,10.6953,6
data_paral,mapb10_10a.txt,48,580,74976722,9.64633,6
data_paral,mapb10_10a.txt,32,580,76820776,7.40503,6
data_paral,mapb8_8a.txt,1,490,19043,0.00383835,6
data_paral,mapb8_8a.txt,32,490,27391,0.0062668,6
data_paral,mapb8_8a.txt,12,490,29748,0.00700013,6
data_paral,mapb8_8a.txt,16,490,26324,0.00518084,6
data_paral,mapb8_8a.txt,2,490,21934,0.00614582,6
data_paral,mapb8_8b.txt,2,490,2852,0.000813614,6
data_paral,mapb8_8b.txt,16,490,2852,0.00181562,6
data_paral,mapb8_8b.txt,12,490,2852,0.00148578,6
data_paral,mapb10_10a.txt,12,580,76856110,8.14892,6
data_paral,mapb8_8b.txt,4,490,2852,0.000970334,1
data_paral,mapb8_8b.txt,16,490,2852,0.00172589,1
data_paral,mapb8_8b.txt,2,490,2852,0.000730914,1
data_paral,mapb8_8b.txt,1,490,2852,0.000507582,1
data_paral,mapb9_9a.txt,48,509,623539,0.113836,5
data_paral,mapb10_10a.txt,32,580,77575481,10.3743,5
data_paral,mapb10_10a.txt,16,580,73887212,10.6678,5
data_paral,mapb10_10a.txt,1,580,79931876,12.9915,2
data_paral,mapb9_9a.txt,1,509,286690,0.0620794,2
data_paral,mapb9_9a.txt,4,509,311641,0.083689,2
data_paral,mapb8_8b.txt,32,490,2852,0.00279166,2
data_paral,mapb8_8b.txt,48,490,2852,0.00395617,2
data_paral,mapb9_9a.txt,2,509,319224,0.093488,2
data_paral,mapb9_9a.txt,32,509,630519,0.096648,2
data_paral,mapb9_9a.txt,16,509,570724,0.105574,5
data_paral,mapb9_9a.txt,12,509,496049,0.0946956,2
data_paral,mapb9_9a.txt,48,509,621861,0.110378,2
data_paral,mapb9_9b.txt,1,439,1796052,0.401047,2
data_paral,mapb8_8a.txt,1,490,19043,0.00385194,2
data_paral,mapb10_10a.txt,32,580,76386869,10.1992,2
data_paral,mapb10_10a.txt,16,580,73851209,10.6945,2
data_paral,mapb10_10a.txt,12,580,76840995,11.9326,2
data_paral,mapb10_10a.txt,48,580,75402979,9.6791,2
data_paral,mapb10_10a.txt,12,580,76864725,7.88983,5
data_paral,mapb8_8a.txt,1,490,19043,0.00386244,5
data_paral,mapb10_10a.txt,48,580,75781367,9.78638,5
data_paral,mapb10_10a.txt,4,580,76861090,17.2622,2
data_paral,mapb9_9a.txt,16,509,559204,0.103961,2
data_paral,mapb9_9a.txt,32,509,582968,0.0941793,5
data_paral,mapb9_9b.txt,2,439,1815616,0.577176,5
data_paral,mapb9_9b.txt,16,439,2040181,0.345634,1
data_paral,mapb8_8a.txt,48,490,34835,0.00963205,1
data_paral,mapb8_8a.txt,32,490,33858,0.00850971,1
data_paral,mapb8_8a.txt,16,490,32923,0.00749527,1
data_paral,mapb8_8a.txt,12,490,31107,0.00691238,1
data_paral,mapb8_8a.txt,4,490,18568,0.00527786,1
data_paral,mapb8_8a.txt,2,490,21959,0.00630038,1
data_paral,mapb9_9b.txt,4,439,1836985,0.520516,1
data_paral,mapb9_9b.txt,12,439,1972445,0.352397,1
data_paral,mapb9_9b.txt,32,439,2176726,0.313191,1
data_paral,mapb9_9b.txt,48,439,2295335,0.332712,1
data_paral,mapb9_9a.txt,1,509,286690,0.0623329,6
data_paral,mapb10_10a.txt,4,580,76815233,12.0497,5
data_paral,mapb9_9a.txt,12,509,494344,0.0948565,5
data_paral,mapb9_9b.txt,2,439,1815881,0.484827,1
data_paral,mapb9_9a.txt,1,509,286690,0.0623402,5
data_paral,mapb10_10a.txt,1,580,79931876,12.9828,5
data_paral,mapb10_10a.txt,2,580,78910869,13.0772,5
sequential,mapb8_8a.txt,1,490,19189,0.00357055,6
sequential,mapb8_8b.txt,1,490,2868,0.000451362,4
sequential,mapb8_8a.txt,1,490,19189,0.00355185,4
sequential,mapb10_10a.txt,1,580,79935829,11.8434,4
sequential,mapb9_9b.txt,1,439,1800066,0.382185,6
sequential,mapb9_9b.txt,1,439,1800066,0.379492,5
sequential,mapb8_8b.txt,1,490,2868,0.000449822,5
sequential,mapb10_10a.txt,1,580,79935829,11.8432,5
sequential,mapb8_8a.txt,1,490,19189,0.00352579,5
sequential,mapb9_9a.txt,1,509,286968,0.0591205,5
sequential,mapb9_9a.txt,1,509,286968,0.0589726,4
sequential,mapb9_9a.txt,1,509,286968,0.0588989,6
sequential,mapb8_8b.txt,1,490,2868,0.000455903,6
sequential,mapb10_10a.txt,1,580,79935829,11.8379,6
sequential,mapb9_9b.txt,1,439,1800066,0.379814,4
sequential,mapb10_10a.txt,1,580,79935829,11.8321,1
sequential,mapb9_9a.txt,1,509,286968,0.0590553,3
sequential,mapb9_9b.txt,1,439,1800066,0.380166,1
sequential,mapb8_8b.txt,1,490,2868,0.000450212,1
sequential,mapb8_8a.txt,1,490,19189,0.00357054,1
sequential,mapb9_9a.txt,1,509,286968,0.0588599,1
sequential,mapb9_9b.txt,1,439,1800066,0.380682,2
sequential,mapb8_8b.txt,1,490,2868,0.000451052,2
sequential,mapb8_8a.txt,1,490,19189,0.00355373,2
sequential,mapb9_9a.txt,1,509,286968,0.0589237,2
sequential,mapb10_10a.txt,1,580,79935829,11.8893,2
sequential,mapb8_8a.txt,1,490,19189,0.0035856,3
sequential,mapb8_8b.txt,1,490,2868,0.000450012,3
sequential,mapb10_10a.txt,1,580,79935829,11.8334,3
sequential,mapb9_9b.txt,1,439,1800066,0.379431,3
task_paral,mapb8_8b.txt,4,490,2868,0.000992654,2
task_paral,mapb9_9a.txt,32,509,374503,0.0837064,2
task_paral,mapb9_9a.txt,12,509,374710,0.0793186,2
task_paral,mapb9_9b.txt,48,439,2703232,0.535864,5
task_paral,mapb9_9b.txt,32,439,2297275,0.426912,5
task_paral,mapb10_10a.txt,1,580,79935829,13.4303,1
task_paral,mapb9_9b.txt,2,439,1912943,0.594607,6
task_paral,mapb9_9b.txt,1,439,1800066,0.407216,6
task_paral,mapb9_9a.txt,12,509,373163,0.0845525,6
task_paral,mapb9_9b.txt,4,439,1533660,0.412135,6
task_paral,mapb9_9a.txt,1,509,286968,0.0637677,6
task_paral,mapb9_9b.txt,12,439,1786621,0.389623,6
task_paral,mapb9_9a.txt,16,509,380523,0.0826826,6
task_paral,mapb9_9a.txt,4,509,304085,0.076225,6
task_paral,mapb9_9a.txt,2,509,424785,0.10647,6
task_paral,mapb10_10a.txt,1,580,79935829,13.4511,5
task_paral,mapb9_9b.txt,16,439,1974599,0.420612,1
task_paral,mapb9_9b.txt,48,439,2196237,0.379452,1
task_paral,mapb9_9a.txt,32,509,375050,0.0875476,6
task_paral,mapb9_9a.txt,16,509,375976,0.0747119,2
task_paral,mapb9_9a.txt,4,509,304798,0.0769702,2
task_paral,mapb10_10a.txt,48,580,78906001,12.0088,2
task_paral,mapb8_8b.txt,32,490,2868,0.00293785,2
task_paral,mapb8_8b.txt,48,490,2868,0.00403422,2
task_paral,mapb9_9a.txt,1,509,286968,0.0637557,2
task_paral,mapb8_8a.txt,16,490,23238,0.00641929,2
task_paral,mapb8_8a.txt,48,490,22542,0.00834036,2
task_paral,mapb8_8b.txt,1,490,2868,0.000549572,2
task_paral,mapb8_8b.txt,2,490,2868,0.000784913,2
task_paral,mapb8_8a.txt,4,490,19114,0.0050555,2
task_paral,mapb9_9b.txt,1,439,1800066,0.407532,2
task_paral,mapb9_9b.txt,16,439,1691907,0.32164,2
task_paral,mapb9_9b.txt,32,439,2011166,0.367893,2
task_paral,mapb9_9b.txt,48,439,2179922,0.388666,2
task_paral,mapb8_8a.txt,32,490,22968,0.00742917,2
task_paral,mapb9_9a.txt,48,509,374012,0.0700737,2
task_paral,mapb9_9b.txt,2,439,1916741,0.589133,2
task_paral,mapb9_9b.txt,4,439,1524552,0.412326,2
task_paral,mapb9_9b.txt,12,439,1820026,0.32146,2
task_paral,mapb9_9a.txt,2,509,431266,0.12353,2
task_paral,mapb9_9b.txt,32,439,2315069,0.38863,1
task_paral,mapb8_8b.txt,16,490,2868,0.00180627,2
task_paral,mapb10_10a.txt,12,580,56973260,9.94432,2
task_paral,mapb8_8b.txt,12,490,2868,0.00156341,2
task_paral,mapb9_9a.txt,2,509,442873,0.118167,1
task_paral,mapb9_9a.txt,12,509,373655,0.0877733,1
task_paral,mapb8_8a.txt,12,490,22925,0.00581807,2
task_paral,mapb9_9a.txt,1,509,286968,0.0637555,1
task_paral,mapb8_8b.txt,48,490,2868,0.0281835,1
task_paral,mapb8_8b.txt,32,490,2868,0.00287271,1
task_paral,mapb8_8b.txt,4,490,2868,0.00104824,1
task_paral,mapb8_8b.txt,16,490,2868,0.00186712,1
task_paral,mapb8_8b.txt,12,490,2868,0.00151757,1
task_paral,mapb8_8a.txt,16,490,24142,0.0061976,1
task_paral,mapb8_8a.txt,32,490,23969,0.00787618,1
task_paral,mapb8_8a.txt,48,490,22734,0.00822669,1
task_paral,mapb9_9b.txt,16,439,1918330,0.398371,6
task_paral,mapb9_9b.txt,32,439,2413760,0.47427,6
task_paral,mapb9_9b.txt,12,439,1783360,0.331565,1
task_paral,mapb9_9b.txt,48,439,2285020,0.425702,6
task_paral,mapb8_8b.txt,2,490,2868,0.000783164,1
task_paral,mapb8_8a.txt,12,490,22984,0.00583804,1
task_paral,mapb8_8a.txt,2,490,29500,0.00733854,1
task_paral,mapb8_8a.txt,4,490,19128,0.00503286,1
task_paral,mapb10_10a.txt,48,580,78139877,9.0024,1
task_paral,mapb8_8a.txt,1,490,19189,0.00407881,1
task_paral,mapb10_10a.txt,32,580,71599823,9.63531,1
task_paral,mapb10_10a.txt,16,580,70171567,11.1439,1
task_paral,mapb10_10a.txt,12,580,67848931,11.8406,1
task_paral,mapb10_10a.txt,4,580,52175435,11.4224,1
task_paral,mapb10_10a.txt,2,580,42632420,9.97753,1
task_paral,mapb8_8b.txt,1,490,2868,0.000573233,1
task_paral,mapb9_9b.txt,4,439,1518773,0.33685,1
task_paral,mapb9_9a.txt,48,509,371979,0.0737377,1
task_paral,mapb9_9b.txt,1,439,1800066,0.407167,1
task_paral,mapb9_9a.txt,16,509,377060,0.0801864,1
task_paral,mapb8_8b.txt,48,490,2868,0.0039213,6
task_paral,mapb8_8b.txt,32,490,2868,0.00293314,6
task_paral,mapb8_8b.txt,16,490,2868,0.00186581,6
task_paral,mapb8_8b.txt,12,490,2868,0.00160825,6
task_paral,mapb8_8b.txt,4,490,2868,0.00100801,6
task_paral,mapb8_8a.txt,16,490,22171,0.00611084,6
task_paral,mapb8_8a.txt,32,490,22966,0.00736166,6
task_paral,mapb8_8a.txt,48,490,22781,0.0399716,6
task_paral,mapb8_8b.txt,1,490,2868,0.000546762,6
task_paral,mapb8_8b.txt,2,490,2868,0.000890094,6
task_paral,mapb10_10a.txt,32,580,70849642,11.0419,6
task_paral,mapb10_10a.txt,16,580,69415992,8.98521,6
task_paral,mapb10_10a.txt,12,580,59327519,10.4332,6
task_paral,mapb10_10a.txt,1,580,79935829,13.3925,6
task_paral,mapb10_10a.txt,2,580,42529660,10.2516,6
task_paral,mapb10_10a.txt,4,580,48818561,9.61251,6
task_paral,mapb8_8a.txt,12,490,23145,0.0062609,6
task_paral,mapb8_8a.txt,2,490,31135,0.00789212,6
task_paral,mapb8_8a.txt,4,490,18901,0.00445653,6
task_paral,mapb8_8a.txt,1,490,19189,0.0040232,6
task_paral,mapb10_10a.txt,48,580,77909938,11.788,6
task_paral,mapb9_9a.txt,48,509,378001,0.0798067,6
task_paral,mapb9_9a.txt,32,509,367453,0.0733849,1
task_paral,mapb9_9b.txt,2,439,1910271,0.559856,1
task_paral,mapb9_9a.txt,4,509,308213,0.0756982,1
task_paral,mapb8_8a.txt,2,490,29792,0.00784541,2
task_paral,mapb10_10a.txt,48,580,78489463,11.9212,5
task_paral,mapb8_8a.txt,12,490,22658,0.00574267,5
task_paral,mapb9_9a.txt,48,509,372698,0.112205,4
task_paral,mapb9_9a.txt,32,509,375438,0.0714045,4
task_paral,mapb9_9a.txt,16,509,375006,0.082278,4
task_paral,mapb9_9a.txt,12,509,380417,0.0891544,4
task_paral,mapb9_9a.txt,4,509,307341,0.0774216,4
task_paral,mapb9_9b.txt,4,439,1521902,0.412346,4
task_paral,mapb9_9b.txt,12,439,1784064,0.33748,4
task_paral,mapb9_9b.txt,16,439,1977307,0.37598,4
task_paral,mapb9_9b.txt,2,439,1917916,0.469022,4
task_paral,mapb9_9b.txt,1,439,1800066,0.407678,4
task_paral,mapb8_8b.txt,4,490,2868,0.000992875,3
task_paral,mapb8_8a.txt,48,490,23391,0.00808645,3
task_paral,mapb8_8b.txt,1,490,2868,0.000565653,3
task_paral,mapb8_8b.txt,2,490,2868,0.000779844,3
task_paral,mapb8_8a.txt,32,490,22675,0.0070203,3
task_paral,mapb8_8a.txt,16,490,22967,0.00656608,3
task_paral,mapb9_9a.txt,1,509,286968,0.0640446,3
task_paral,mapb9_9a.txt,2,509,424485,0.117104,3
task_paral,mapb9_9a.txt,4,509,312830,0.0802257,3
task_paral,mapb9_9a.txt,12,509,372605,0.0851282,3
task_paral,mapb9_9a.txt,16,509,374469,0.0809742,3
task_paral,mapb9_9a.txt,32,509,376008,0.0757614,3
task_paral,mapb9_9b.txt,12,439,1840584,0.395218,3
task_paral,mapb8_8b.txt,4,490,2868,0.00100938,4
task_paral,mapb9_9b.txt,4,439,1538646,0.41625,3
task_paral,mapb8_8b.txt,2,490,2868,0.000784834,4
task_paral,mapb8_8a.txt,48,490,22841,0.028249,4
task_paral,mapb8_8b.txt,48,490,2868,0.00390305,3
task_paral,mapb8_8b.txt,32,490,2868,0.00298981,3
task_paral,mapb10_10a.txt,1,580,79935829,13.4288,4
task_paral,mapb8_8b.txt,12,490,2868,0.00159663,3
task_paral,mapb8_8b.txt,16,490,2868,0.00181769,3
task_paral,mapb8_8a.txt,4,490,19293,0.00526563,4
task_paral,mapb10_10a.txt,2,580,42795916,9.19745,4
task_paral,mapb10_10a.txt,12,580,68223644,11.0321,4
task_paral,mapb10_10a.txt,4,580,51655130,11.5045,4
task_paral,mapb10_10a.txt,16,580,60269831,8.01168,4
task_paral,mapb10_10a.txt,32,580,70750405,10.981,4
task_paral,mapb8_8a.txt,16,490,23555,0.00659796,4
task_paral,mapb8_8a.txt,12,490,23224,0.005831,4
task_paral,mapb8_8a.txt,1,490,19189,0.00401013,4
task_paral,mapb8_8a.txt,2,490,30462,0.00797322,4
task_paral,mapb10_10a.txt,48,580,79000142,10.8063,4
task_paral,mapb9_9a.txt,2,509,443026,0.118547,4
task_paral,mapb8_8b.txt,12,490,2868,0.00155868,4
task_paral,mapb8_8b.txt,32,490,2868,0.00289804,4
task_paral,mapb9_9a.txt,1,509,286968,0.0638622,4
task_paral,mapb8_8b.txt,48,490,2868,0.00402132,4
task_paral,mapb8_8b.txt,16,490,2868,0.00190378,4
task_paral,mapb8_8a.txt,32,490,22843,0.00743397,4
task_paral,mapb8_8b.txt,1,490,2868,0.000549142,4
task_paral,mapb8_8a.txt,4,490,19690,0.00461805,5
task_paral,mapb9_9b.txt,2,439,1912094,0.593351,3
task_paral,mapb9_9a.txt,48,509,377500,0.0868005,3
task_paral,mapb10_10a.txt,16,580,59827595,9.56158,2
task_paral,mapb10_10a.txt,32,580,70143509,8.43556,2
task_paral,mapb10_10a.txt,4,580,50481441,11.0305,2
task_paral,mapb8_8a.txt,1,490,19189,0.0040344,2
task_paral,mapb8_8b.txt,4,490,2868,0.001011,5
task_paral,mapb9_9a.txt,48,509,377131,0.0862041,5
task_paral,mapb9_9b.txt,2,439,1909122,0.520474,5
task_paral,mapb9_9b.txt,1,439,1800066,0.407408,5
task_paral,mapb9_9b.txt,16,439,1884783,0.395557,5
task_paral,mapb9_9b.txt,4,439,1528054,0.41192,5
task_paral,mapb9_9b.txt,12,439,1829033,0.40044,5
task_paral,mapb9_9a.txt,16,509,373486,0.0859488,5
task_paral,mapb9_9a.txt,32,509,374366,0.0738782,5
task_paral,mapb9_9a.txt,2,509,423455,0.107521,5
task_paral,mapb9_9a.txt,4,509,305200,0.0765614,5
task_paral,mapb8_8b.txt,32,490,2868,0.0028672,5
task_paral,mapb10_10a.txt,4,580,50392132,8.47869,5
task_paral,mapb10_10a.txt,2,580,42476347,10.4579,5
task_paral,mapb10_10a.txt,12,580,65960167,11.0949,5
task_paral,mapb10_10a.txt,16,580,60429118,10.2288,5
task_paral,mapb10_10a.txt,32,580,69745164,9.43065,5
task_paral,mapb8_8a.txt,1,490,19189,0.004017,5
task_paral,mapb8_8a.txt,2,490,30831,0.00823746,5
task_paral,mapb10_10a.txt,2,580,42445343,10.3781,2
task_paral,mapb9_9b.txt,1,439,1800066,0.415607,3
task_paral,mapb8_8b.txt,48,490,2868,0.0355095,5
task_paral,mapb8_8a.txt,32,490,23201,0.0071129,5
task_paral,mapb9_9b.txt,32,439,2318369,0.397154,4
task_paral,mapb9_9b.txt,16,439,1918249,0.398584,3
task_paral,mapb9_9b.txt,48,439,2231881,0.417358,4
task_paral,mapb10_10a.txt,2,580,42552066,7.85017,3
task_paral,mapb10_10a.txt,4,580,51730279,11.5163,3
task_paral,mapb10_10a.txt,16,580,70343074,10.0559,3
task_paral,mapb10_10a.txt,12,580,56556873,9.96561,3
task_paral,mapb10_10a.txt,32,580,71373179,11.4976,3
task_paral,mapb10_10a.txt,48,580,79467685,12.0012,3
task_paral,mapb8_8a.txt,1,490,19189,0.00402953,3
task_paral,mapb8_8a.txt,2,490,31116,0.00826987,3
task_paral,mapb8_8a.txt,4,490,19168,0.00523341,3
task_paral,mapb8_8a.txt,12,490,23218,0.00557652,3
task_paral,mapb9_9b.txt,32,439,2002603,0.344175,3
task_paral,mapb9_9b.txt,48,439,2245758,0.449346,3
task_paral,mapb10_10a.txt,1,580,79935829,13.4188,2
task_paral,mapb9_9a.txt,12,509,372414,0.0861971,5
task_paral,mapb8_8a.txt,16,490,21495,0.00526128,5
task_paral,mapb8_8b.txt,2,490,2868,0.000864714,5
task_paral,mapb8_8b.txt,1,490,2868,0.000549172,5
task_paral,mapb8_8a.txt,48,490,23402,0.00868096,5
task_paral,mapb8_8b.txt,12,490,2868,0.00163421,5
task_paral,mapb8_8b.txt,16,490,2868,0.00184992,5
task_paral,mapb9_9a.txt,1,509,286968,0.0635018,5
task_paral,mapb10_10a.txt,1,580,79935829,13.4053,3
sequential,mapb10_10a.txt,1,580,79935829,8.99367,7
sequential,mapb10_10a.txt,1,580,79935829,9.02699,8
